"customer_key";"customer_number";"customer_name";"age";"total_orders";"total_sales";"total_quantity";"total_products";"lifespan";"age_group";"customer_segment";"last_order";"recency";"avg_order_value";"avg_monthly_spends"
12876;"AW00023875";"Sean Green";54;1;37.0;3.0;3;0;"50 and Above";"New";"2013-11-24";150;37.0;37.0
12877;"AW00023876";"David Henderson";54;1;37.0;2.0;2;0;"50 and Above";"New";"2013-10-03";151;37.0;37.0
12878;"AW00023877";"Katherine Morris";54;1;79.0;4.0;4;0;"50 and Above";"New";"2013-11-29";150;79.0;79.0
12879;"AW00023878";"Chloe Wood";48;1;589.0;4.0;4;0;"40-49";"New";"2013-12-07";149;589.0;589.0
12880;"AW00023879";"Amber Gonzalez";54;1;64.0;3.0;3;0;"50 and Above";"New";"2013-03-29";158;64.0;64.0
12881;"AW00023880";"Noah Patterson";54;1;554.0;3.0;3;0;"50 and Above";"New";"2013-12-04";149;554.0;554.0
12882;"AW00023881";"Joshua Martinez";51;1;549.0;2.0;2;0;"50 and Above";"New";"2013-12-01";149;549.0;549.0
12883;"AW00023882";"Alexia Butler";51;1;604.0;2.0;2;0;"50 and Above";"New";"2013-12-11";149;604.0;604.0
12884;"AW00023883";"Jackson Russell";45;1;575.0;5.0;5;0;"40-49";"New";"2013-12-24";149;575.0;575.0
12885;"AW00023884";"Ethan Ross";51;1;604.0;2.0;2;0;"50 and Above";"New";"2013-12-28";149;604.0;604.0
12886;"AW00023885";"Angela Morris";51;1;540.0;1.0;1;0;"50 and Above";"New";"2013-12-22";149;540.0;540.0
12887;"AW00023886";"Sean Stewart";50;1;563.0;4.0;4;0;"50 and Above";"New";"2013-12-04";149;563.0;563.0
12888;"AW00023887";"Mason Carter";55;1;549.0;2.0;2;0;"50 and Above";"New";"2013-12-03";149;549.0;549.0
12889;"AW00023888";"Edward Clark";49;1;35.0;2.0;2;0;"40-49";"New";"2013-03-06";158;35.0;35.0
12890;"AW00023889";"Sean Carter";55;1;70.0;3.0;3;0;"50 and Above";"New";"2013-12-22";149;70.0;70.0
12891;"AW00023890";"Haley Cox";55;1;32.0;2.0;2;0;"50 and Above";"New";"2013-08-25";153;32.0;32.0
12892;"AW00023891";"Jack Jenkins";49;1;30.0;1.0;1;0;"40-49";"New";"2013-06-06";155;30.0;30.0
12893;"AW00023892";"Olivia Bailey";44;1;5.0;1.0;1;0;"40-49";"New";"2013-06-05";155;5.0;5.0
12894;"AW00023893";"Zachary Clark";55;1;59.0;2.0;2;0;"50 and Above";"New";"2013-06-17";155;59.0;59.0
12895;"AW00023894";"Bryan Ramirez";55;1;70.0;3.0;3;0;"50 and Above";"New";"2013-03-17";158;70.0;70.0
12896;"AW00023895";"Nicole Powell";55;1;540.0;1.0;1;0;"50 and Above";"New";"2013-12-07";149;540.0;540.0
12897;"AW00023896";"Megan Peterson";56;1;549.0;2.0;2;0;"50 and Above";"New";"2013-12-15";149;549.0;549.0
12898;"AW00023897";"Katrina Chapman";48;1;39.0;2.0;2;0;"40-49";"New";"2013-03-14";158;39.0;39.0
12899;"AW00023898";"Shawna Rai";53;1;604.0;2.0;2;0;"50 and Above";"New";"2013-07-14";154;604.0;604.0
12900;"AW00023899";"Lindsey Nath";42;1;574.0;4.0;4;0;"40-49";"New";"2013-10-27";151;574.0;574.0
12901;"AW00023900";"Rafael Yang";42;1;540.0;1.0;1;0;"40-49";"New";"2013-08-22";153;540.0;540.0
12902;"AW00023901";"Max Gutierrez";53;1;575.0;2.0;2;0;"50 and Above";"New";"2013-10-01";151;575.0;575.0
12903;"AW00023902";"Julie Kumar";42;1;564.0;2.0;2;0;"40-49";"New";"2013-08-15";153;564.0;564.0
12904;"AW00023903";"Harold Subram";53;1;540.0;1.0;1;0;"50 and Above";"New";"2013-08-06";153;540.0;540.0
12905;"AW00023904";"Haley Washington";53;1;1198.0;3.0;3;0;"50 and Above";"New";"2013-04-19";157;1198.0;1198.0
12906;"AW00023905";"Jose Zhang";53;1;575.0;2.0;2;0;"50 and Above";"New";"2013-08-20";153;575.0;575.0
12907;"AW00023906";"Alan Ma";47;1;2443.0;1.0;1;0;"40-49";"New";"2013-04-10";157;2443.0;2443.0
12908;"AW00023907";"Hector Navarro";53;1;1120.0;1.0;1;0;"50 and Above";"New";"2013-05-05";156;1120.0;1120.0
12909;"AW00023908";"Max Sanz";48;1;575.0;2.0;2;0;"40-49";"New";"2013-11-27";150;575.0;575.0
12910;"AW00023909";"Todd Lin";54;1;549.0;2.0;2;0;"50 and Above";"New";"2013-11-12";150;549.0;549.0
12911;"AW00023910";"Gabriel Perry";55;1;6.0;2.0;2;0;"50 and Above";"New";"2013-04-07";157;6.0;6.0
12912;"AW00023911";"Priscilla Sharma";44;1;36.0;3.0;3;0;"40-49";"New";"2013-09-08";152;36.0;36.0
12913;"AW00023912";"Arthur Sanchez";55;1;4.0;1.0;1;0;"50 and Above";"New";"2013-11-02";150;4.0;4.0
12914;"AW00023913";"Riley Cooper";55;1;48.0;4.0;4;0;"50 and Above";"New";"2013-12-30";149;48.0;48.0
12915;"AW00023914";"Tonya Sharma";50;1;6.0;2.0;2;0;"50 and Above";"New";"2013-09-05";152;6.0;6.0
12916;"AW00023915";"Lawrence Serrano";51;1;28.0;2.0;2;0;"50 and Above";"New";"2013-11-30";150;28.0;28.0
12917;"AW00023916";"Ruben Serrano";51;1;4.0;1.0;1;0;"50 and Above";"New";"2013-08-30";153;4.0;4.0
12918;"AW00023917";"Carrie Carlson";57;1;554.0;3.0;3;0;"50 and Above";"New";"2013-08-08";153;554.0;554.0
12919;"AW00023918";"Kendra Navarro";52;1;69.0;3.0;3;0;"50 and Above";"New";"2013-03-19";158;69.0;69.0
12920;"AW00023919";"Jordan Parker";88;1;58.0;3.0;3;0;"50 and Above";"New";"2013-07-01";154;58.0;58.0
12921;"AW00023920";"Arthur Ruiz";54;1;1736.0;2.0;2;0;"50 and Above";"New";"2013-04-19";157;1736.0;1736.0
12922;"AW00023921";"Charles Lee";54;1;2465.0;4.0;4;0;"50 and Above";"New";"2013-04-11";157;2465.0;2465.0
12923;"AW00023922";"Cody Richardson";54;1;2466.0;4.0;4;0;"50 and Above";"New";"2013-04-29";157;2466.0;2466.0
12924;"AW00023923";"Alejandro Sun";48;1;1174.0;2.0;2;0;"40-49";"New";"2013-06-16";155;1174.0;1174.0
12925;"AW00023924";"Amber Wright";53;1;1129.0;2.0;2;0;"50 and Above";"New";"2013-06-04";155;1129.0;1129.0
12926;"AW00023925";"Marie Torres";55;1;2457.0;3.0;3;0;"50 and Above";"New";"2013-05-02";156;2457.0;2457.0
12927;"AW00023926";"Lydia Weber";55;1;2443.0;1.0;1;0;"50 and Above";"New";"2013-06-29";155;2443.0;2443.0
12928;"AW00023927";"Seth Collins";56;1;36.0;3.0;3;0;"50 and Above";"New";"2013-08-17";153;36.0;36.0
12929;"AW00023928";"Jaclyn Ye";56;1;36.0;3.0;3;0;"50 and Above";"New";"2013-04-07";157;36.0;36.0
12930;"AW00023929";"Kristin Xie";56;1;84.0;3.0;3;0;"50 and Above";"New";"2013-09-18";152;84.0;84.0
12931;"AW00023930";"Meagan Arun";50;1;1243.0;6.0;6;0;"50 and Above";"New";"2013-06-11";155;1243.0;1243.0
12932;"AW00023931";"Reginald Ruiz";57;1;69.0;3.0;3;0;"50 and Above";"New";"2014-01-22";148;69.0;69.0
12933;"AW00023932";"Carrie Jim├®nez";57;1;589.0;4.0;4;0;"50 and Above";"New";"2013-11-27";150;589.0;589.0
12934;"AW00023933";"Sabrina Carlson";57;1;563.0;3.0;3;0;"50 and Above";"New";"2013-08-09";153;563.0;563.0
12935;"AW00023934";"Bonnie Andersen";42;1;36.0;3.0;3;0;"40-49";"New";"2014-01-25";148;36.0;36.0
12936;"AW00023935";"Alexis Barnes";44;1;5.0;1.0;1;0;"40-49";"New";"2013-07-09";154;5.0;5.0
12937;"AW00023936";"Monique Vazquez";41;1;124.0;4.0;4;0;"40-49";"New";"2013-06-01";155;124.0;124.0
12938;"AW00023937";"Eddie Ruiz";41;1;39.0;2.0;2;0;"40-49";"New";"2013-02-19";159;39.0;39.0
12939;"AW00023938";"Harold Madan";57;1;1120.0;1.0;1;0;"50 and Above";"New";"2013-06-11";155;1120.0;1120.0
12940;"AW00023939";"Jodi Nara";58;1;1710.0;2.0;2;0;"50 and Above";"New";"2013-04-06";157;1710.0;1710.0
12941;"AW00023940";"Dominic Perez";58;1;1120.0;1.0;1;0;"50 and Above";"New";"2013-06-21";155;1120.0;1120.0
12942;"AW00023941";"Eduardo Anderson";42;1;39.0;2.0;2;0;"40-49";"New";"2013-01-28";160;39.0;39.0
12943;"AW00023942";"Rafael Goel";42;1;6.0;2.0;2;0;"40-49";"New";"2013-06-11";155;6.0;6.0
12944;"AW00023943";"Cindy Subram";42;1;40.0;2.0;2;0;"40-49";"New";"2013-11-28";150;40.0;40.0
12945;"AW00023944";"Jenny Wu";42;1;1155.0;2.0;2;0;"40-49";"New";"2013-04-02";157;1155.0;1155.0
12946;"AW00023945";"Nicolas Black";42;1;5.0;1.0;1;0;"40-49";"New";"2013-10-09";151;5.0;5.0
12947;"AW00023946";"Kelli Luo";43;1;54.0;2.0;2;0;"40-49";"New";"2013-10-20";151;54.0;54.0
12948;"AW00023947";"Autumn Liang";43;1;39.0;2.0;2;0;"40-49";"New";"2013-11-26";150;39.0;39.0
12949;"AW00023948";"Katelyn Rivera";44;1;69.0;2.0;2;0;"40-49";"New";"2013-11-15";150;69.0;69.0
12950;"AW00023949";"Kelvin Deng";44;1;93.0;4.0;4;0;"40-49";"New";"2013-04-23";157;93.0;93.0
12951;"AW00023950";"Roger Zhou";45;1;89.0;3.0;3;0;"40-49";"New";"2013-09-20";152;89.0;89.0
12952;"AW00023951";"Lindsay Becker";45;1;36.0;3.0;3;0;"40-49";"New";"2013-10-23";151;36.0;36.0
12953;"AW00023952";"Nelson Dominguez";45;1;39.0;2.0;2;0;"40-49";"New";"2013-08-31";153;39.0;39.0
12954;"AW00023953";"Shane Mehta";44;1;4.0;1.0;1;0;"40-49";"New";"2013-05-03";156;4.0;4.0
12955;"AW00023954";"Jonathon Serrano";44;1;1178.0;5.0;5;0;"40-49";"New";"2013-04-08";157;1178.0;1178.0
12956;"AW00023955";"Lucas Cook";45;1;44.0;4.0;4;0;"40-49";"New";"2013-12-18";149;44.0;44.0
12957;"AW00023956";"Morgan Coleman";45;1;68.0;2.0;2;0;"40-49";"New";"2013-07-11";154;68.0;68.0
12958;"AW00023957";"Louis Zheng";46;1;39.0;2.0;2;0;"40-49";"New";"2013-10-27";151;39.0;39.0
12959;"AW00023958";"Amy Lin";45;1;663.0;6.0;6;0;"40-49";"New";"2013-11-19";150;663.0;663.0
12960;"AW00023959";"Amber Parker";45;1;39.0;2.0;2;0;"40-49";"New";"2013-02-24";159;39.0;39.0
12961;"AW00023960";"Eugene Zheng";44;1;600.0;4.0;4;0;"40-49";"New";"2013-08-15";153;600.0;600.0
12962;"AW00023961";"Karen Huang";45;1;685.0;4.0;4;0;"40-49";"New";"2013-08-27";153;685.0;685.0
12963;"AW00023962";"Sandra Yang";41;1;29.0;1.0;1;0;"40-49";"New";"2013-01-28";160;29.0;29.0
12964;"AW00023963";"Gerald Jimenez";42;1;69.0;3.0;3;0;"40-49";"New";"2013-08-20";153;69.0;69.0
12965;"AW00023964";"Arturo Nara";86;1;36.0;3.0;3;0;"50 and Above";"New";"2013-02-25";159;36.0;36.0
12966;"AW00023965";"Dustin Shan";58;1;39.0;2.0;2;0;"50 and Above";"New";"2013-04-30";157;39.0;39.0
12967;"AW00023966";"Grant Sharma";58;1;29.0;2.0;2;0;"50 and Above";"New";"2013-03-30";158;29.0;29.0
12968;"AW00023967";"Veronica Suri";58;1;5.0;1.0;1;0;"50 and Above";"New";"2013-07-07";154;5.0;5.0
12969;"AW00023968";"Caleb Baker";47;1;40.0;2.0;2;0;"40-49";"New";"2013-09-20";152;40.0;40.0
12970;"AW00023969";"Cole Sanders";54;1;36.0;3.0;3;0;"50 and Above";"New";"2013-07-14";154;36.0;36.0
12971;"AW00023970";"Rebekah Fernandez";59;1;36.0;3.0;3;0;"50 and Above";"New";"2013-10-28";151;36.0;36.0
12972;"AW00023971";"Lindsey Jai";53;1;99.0;4.0;4;0;"50 and Above";"New";"2013-12-07";149;99.0;99.0
12973;"AW00023972";"Clarence Liang";59;1;69.0;3.0;3;0;"50 and Above";"New";"2013-10-25";151;69.0;69.0
12974;"AW00023973";"Zachary Long";84;1;34.0;2.0;2;0;"50 and Above";"New";"2013-11-25";150;34.0;34.0
12975;"AW00023974";"Susan Huang";62;1;36.0;3.0;3;0;"50 and Above";"New";"2013-12-22";149;36.0;36.0
12976;"AW00023975";"Frank Blanco";51;1;39.0;2.0;2;0;"50 and Above";"New";"2013-11-22";150;39.0;39.0
12977;"AW00023976";"Rachael Arun";62;1;5.0;1.0;1;0;"50 and Above";"New";"2013-03-30";158;5.0;5.0
12978;"AW00023977";"Gail Butler";62;1;124.0;4.0;4;0;"50 and Above";"New";"2013-08-02";153;124.0;124.0
12979;"AW00023978";"Philip Ortega";46;1;40.0;2.0;2;0;"40-49";"New";"2014-01-05";148;40.0;40.0
12980;"AW00023979";"Damien Chen";59;1;6.0;2.0;2;0;"50 and Above";"New";"2013-06-15";155;6.0;6.0
12981;"AW00023980";"Sergio Garcia";64;1;69.0;3.0;3;0;"50 and Above";"New";"2013-09-24";152;69.0;69.0
12982;"AW00023981";"Cesar Martinez";65;1;34.0;2.0;2;0;"50 and Above";"New";"2013-02-24";159;34.0;34.0
12983;"AW00023982";"Adam Diaz";66;1;549.0;2.0;2;0;"50 and Above";"New";"2013-08-06";153;549.0;549.0
12984;"AW00023983";"Taylor Reed";66;1;1195.0;3.0;3;0;"50 and Above";"New";"2013-05-19";156;1195.0;1195.0
12985;"AW00023984";"Kelsey Kennedy";66;1;1155.0;2.0;2;0;"50 and Above";"New";"2013-05-04";156;1155.0;1155.0
12986;"AW00023985";"Janet Torres";78;1;40.0;2.0;2;0;"50 and Above";"New";"2013-08-26";153;40.0;40.0
12987;"AW00023986";"Tanya Torres";75;1;1184.0;4.0;4;0;"50 and Above";"New";"2013-05-16";156;1184.0;1184.0
12988;"AW00023987";"Dawn Sharma";79;1;1147.0;3.0;3;0;"50 and Above";"New";"2013-05-24";156;1147.0;1147.0
12989;"AW00023988";"Cesar S├ínchez";79;1;1179.0;3.0;3;0;"50 and Above";"New";"2013-06-05";155;1179.0;1179.0
12990;"AW00023989";"Damien Beck";67;1;59.0;2.0;2;0;"50 and Above";"New";"2013-02-11";159;59.0;59.0
12991;"AW00023990";"Claudia Huang";71;1;549.0;2.0;2;0;"50 and Above";"New";"2013-11-08";150;549.0;549.0
12992;"AW00023991";"Todd Zhao";77;1;549.0;2.0;2;0;"50 and Above";"New";"2013-10-29";151;549.0;549.0
12993;"AW00023992";"Bonnie Chande";40;2;3167.0;5.0;5;10;"40-49";"New";"2013-08-04";153;1583.5;316.7
12994;"AW00023993";"Rachael Fernandez";40;2;3072.0;4.0;4;10;"40-49";"New";"2013-08-06";153;1536.0;307.2
12995;"AW00023994";"Raymond Subram";40;2;2791.0;5.0;5;10;"40-49";"New";"2013-08-20";153;1395.5;279.1
12996;"AW00023995";"Bradley Carson";40;2;2983.0;2.0;2;11;"40-49";"New";"2013-08-22";153;1491.5;271.18
12997;"AW00023996";"Richard Lee";41;2;2745.0;5.0;5;11;"40-49";"New";"2013-08-11";153;1372.5;249.55
12998;"AW00023997";"Kristopher Srini";42;1;40.0;2.0;2;0;"40-49";"New";"2013-04-17";157;40.0;40.0
12999;"AW00023998";"Arturo Raji";42;2;2757.0;3.0;3;11;"40-49";"New";"2013-08-06";153;1378.5;250.64
13000;"AW00023999";"Gilbert Li";42;2;2731.0;3.0;3;10;"40-49";"New";"2013-08-02";153;1365.5;273.1
13001;"AW00024000";"Randy Yang";42;2;2983.0;2.0;2;11;"40-49";"New";"2013-08-17";153;1491.5;271.18
13002;"AW00024001";"Arthur Raman";43;2;2983.0;2.0;2;11;"40-49";"New";"2013-08-09";153;1491.5;271.18
13003;"AW00024002";"Thomas Harris";43;2;2745.0;5.0;5;10;"40-49";"New";"2013-08-14";153;1372.5;274.5
13004;"AW00024003";"Warren Kumar";42;2;2807.0;4.0;4;11;"40-49";"New";"2013-08-02";153;1403.5;255.18
13005;"AW00024004";"C├®sar Raman";44;2;2745.0;5.0;5;10;"40-49";"New";"2013-08-07";153;1372.5;274.5
13006;"AW00024005";"Julio Jimenez";41;2;2757.0;3.0;3;11;"40-49";"New";"2013-08-11";153;1378.5;250.64
13007;"AW00024006";"Peter Deng";41;2;2722.0;2.0;2;11;"40-49";"New";"2013-08-21";153;1361.0;247.45
13008;"AW00024007";"Randy Huang";41;2;3042.0;4.0;4;11;"40-49";"New";"2013-08-20";153;1521.0;276.55
13009;"AW00024008";"Monique Munoz";41;2;2731.0;3.0;3;11;"40-49";"New";"2013-08-18";153;1365.5;248.27
13010;"AW00024009";"Alison Anand";43;2;2746.0;3.0;3;11;"40-49";"New";"2013-08-10";153;1373.0;249.64
13011;"AW00024010";"Walter Alvarez";53;1;565.0;3.0;3;0;"50 and Above";"New";"2013-11-18";150;565.0;565.0
13012;"AW00024011";"Morgan Thompson";53;1;1179.0;3.0;3;0;"50 and Above";"New";"2013-06-17";155;1179.0;1179.0
13013;"AW00024012";"James Lewis";55;1;69.0;3.0;3;0;"50 and Above";"New";"2013-10-14";151;69.0;69.0
13014;"AW00024013";"Jay Ruiz";60;1;89.0;3.0;3;0;"50 and Above";"New";"2013-05-13";156;89.0;89.0
13015;"AW00024014";"Geoffrey Kov├ír";60;1;39.0;2.0;2;0;"50 and Above";"New";"2013-10-12";151;39.0;39.0
13016;"AW00024015";"Jenna Hall";60;1;1155.0;2.0;2;0;"50 and Above";"New";"2013-06-13";155;1155.0;1155.0
13017;"AW00024016";"Karla Sharma";61;1;44.0;4.0;4;0;"50 and Above";"New";"2013-07-21";154;44.0;44.0
13018;"AW00024017";"Rebekah Lopez";61;1;554.0;3.0;3;0;"50 and Above";"New";"2013-09-08";152;554.0;554.0
13019;"AW00024018";"Barbara Gao";61;1;575.0;2.0;2;0;"50 and Above";"New";"2013-09-13";152;575.0;575.0
13020;"AW00024019";"Barbara Raji";55;1;1120.0;1.0;1;0;"50 and Above";"New";"2013-06-15";155;1120.0;1120.0
13021;"AW00024020";"Francisco Raman";61;1;14.0;2.0;2;0;"50 and Above";"New";"2013-08-18";153;14.0;14.0
13022;"AW00024021";"Clinton Munoz";57;1;156.0;4.0;4;0;"50 and Above";"New";"2013-10-16";151;156.0;156.0
13023;"AW00024022";"Dale Beck";62;1;561.0;2.0;2;0;"50 and Above";"New";"2013-11-15";150;561.0;561.0
13024;"AW00024023";"Bonnie Nara";62;1;589.0;4.0;4;0;"50 and Above";"New";"2013-10-29";151;589.0;589.0
13025;"AW00024024";"Marie Malhotra";51;1;604.0;2.0;2;0;"50 and Above";"New";"2013-09-27";152;604.0;604.0
13026;"AW00024025";"Eugene Zeng";60;1;578.0;4.0;4;0;"50 and Above";"New";"2013-08-29";153;578.0;578.0
13027;"AW00024026";"Jill Serrano";49;1;1213.0;4.0;4;0;"40-49";"New";"2013-06-10";155;1213.0;1213.0
13028;"AW00024027";"Omar Tang";55;1;562.0;4.0;4;0;"50 and Above";"New";"2013-09-09";152;562.0;562.0
13029;"AW00024028";"Adam Hayes";44;1;598.0;5.0;5;0;"40-49";"New";"2013-12-23";149;598.0;598.0
13030;"AW00024029";"Haley Howard";50;1;563.0;4.0;4;0;"50 and Above";"New";"2013-12-01";149;563.0;563.0
13031;"AW00024030";"Deb Wagner";45;1;1170.0;2.0;2;0;"40-49";"New";"2013-06-26";155;1170.0;1170.0
13032;"AW00024031";"Tammy Suri";50;1;1170.0;2.0;2;0;"50 and Above";"New";"2013-06-02";155;1170.0;1170.0
13033;"AW00024032";"Micah Ma";46;1;563.0;3.0;3;0;"40-49";"New";"2013-12-22";149;563.0;563.0
13034;"AW00024033";"Katherine Reed";45;1;575.0;2.0;2;0;"40-49";"New";"2013-09-23";152;575.0;575.0
13035;"AW00024034";"Pedro Ruiz";50;1;1203.0;4.0;4;0;"50 and Above";"New";"2013-06-17";155;1203.0;1203.0
13036;"AW00024035";"Jaclyn Wu";101;1;14.0;2.0;2;0;"50 and Above";"New";"2013-04-06";157;14.0;14.0
13037;"AW00024036";"Jay Vazquez";45;1;608.0;4.0;4;0;"40-49";"New";"2013-09-20";152;608.0;608.0
13038;"AW00024037";"Ramon Guo";45;1;540.0;1.0;1;0;"40-49";"New";"2013-12-27";149;540.0;540.0
13039;"AW00024038";"Evan Turner";46;1;570.0;3.0;3;0;"40-49";"New";"2013-12-12";149;570.0;570.0
13040;"AW00024039";"Cassie Xu";40;1;1701.0;1.0;1;0;"40-49";"New";"2013-06-05";155;1701.0;1701.0
13041;"AW00024040";"Jennifer Bell";51;1;2482.0;4.0;4;0;"50 and Above";"New";"2013-07-07";154;2482.0;2482.0
13042;"AW00024041";"Chad Tang";69;1;94.0;3.0;3;0;"50 and Above";"New";"2013-10-30";151;94.0;94.0
13043;"AW00024042";"Zachary White";52;1;13.0;2.0;2;0;"50 and Above";"New";"2014-01-05";148;13.0;13.0
13044;"AW00024043";"Charles Kelly";52;1;31.0;2.0;2;0;"50 and Above";"New";"2013-12-03";149;31.0;31.0
13045;"AW00024044";"Arturo Kumar";52;1;1174.0;2.0;2;0;"50 and Above";"New";"2013-07-21";154;1174.0;1174.0
13046;"AW00024045";"Shannon Martin";52;1;5.0;1.0;1;0;"50 and Above";"New";"2013-10-05";151;5.0;5.0
13047;"AW00024046";"Cristina Chander";52;1;554.0;3.0;3;0;"50 and Above";"New";"2013-09-24";152;554.0;554.0
13048;"AW00024047";"Clarence Yuan";52;1;1174.0;2.0;2;0;"50 and Above";"New";"2013-07-05";154;1174.0;1174.0
13049;"AW00024048";"Gregory Tang";47;1;1174.0;2.0;2;0;"40-49";"New";"2013-07-20";154;1174.0;1174.0
13050;"AW00024049";"Byron Gomez";46;1;575.0;2.0;2;0;"40-49";"New";"2013-09-03";152;575.0;575.0
13051;"AW00024050";"Clarence Nath";46;1;1164.0;3.0;3;0;"40-49";"New";"2013-07-21";154;1164.0;1164.0
13052;"AW00024051";"Colleen Nath";52;1;1170.0;2.0;2;0;"50 and Above";"New";"2013-07-11";154;1170.0;1170.0
13053;"AW00024052";"Priscilla Goel";52;1;549.0;2.0;2;0;"50 and Above";"New";"2013-09-14";152;549.0;549.0
13054;"AW00024053";"Jose Allen";52;1;2443.0;1.0;1;0;"50 and Above";"New";"2013-07-27";154;2443.0;2443.0
13055;"AW00024054";"Gerald Hernandez";53;1;1174.0;2.0;2;0;"50 and Above";"New";"2013-07-23";154;1174.0;1174.0
13056;"AW00024055";"Louis Goel";47;1;1170.0;2.0;2;0;"40-49";"New";"2013-07-21";154;1170.0;1170.0
13057;"AW00024056";"Tamara Lin";53;1;629.0;4.0;4;0;"50 and Above";"New";"2013-12-01";149;629.0;629.0
13058;"AW00024057";"Ricky Alvarez";42;1;575.0;2.0;2;0;"40-49";"New";"2013-12-07";149;575.0;575.0
13059;"AW00024058";"Alvin Lal";48;1;1164.0;3.0;3;0;"40-49";"New";"2013-08-23";153;1164.0;1164.0
13060;"AW00024059";"Tabitha Navarro";53;1;584.0;3.0;3;0;"50 and Above";"New";"2013-09-03";152;584.0;584.0
13061;"AW00024060";"Bonnie Deng";48;1;604.0;2.0;2;0;"40-49";"New";"2013-09-18";152;604.0;604.0
13062;"AW00024061";"Kelvin Luo";54;1;2413.0;2.0;2;0;"50 and Above";"New";"2013-01-05";160;2413.0;2413.0
13063;"AW00024062";"Crystal Cai";54;1;29.0;1.0;1;0;"50 and Above";"New";"2013-08-05";153;29.0;29.0
13064;"AW00024063";"Micheal Suarez";48;1;2433.0;4.0;4;0;"40-49";"New";"2013-01-29";160;2433.0;2433.0
13065;"AW00024064";"Stanley Fernandez";54;1;5.0;1.0;1;0;"50 and Above";"New";"2013-02-18";159;5.0;5.0
13066;"AW00024065";"Lori Gutierrez";43;1;1170.0;2.0;2;0;"40-49";"New";"2013-08-21";153;1170.0;1170.0
13067;"AW00024066";"Brittney West";47;1;2515.0;4.0;4;0;"40-49";"New";"2013-10-08";151;2515.0;2515.0
13068;"AW00024067";"Carolyn Raman";53;1;2492.0;4.0;4;0;"50 and Above";"New";"2013-09-30";152;2492.0;2492.0
13069;"AW00024068";"Edwin Yang";53;1;2457.0;3.0;3;0;"50 and Above";"New";"2013-10-25";151;2457.0;2457.0
13070;"AW00024069";"Jessie Chen";48;1;1174.0;2.0;2;0;"40-49";"New";"2013-07-25";154;1174.0;1174.0
13071;"AW00024070";"Cameron Shan";93;1;36.0;3.0;3;0;"50 and Above";"New";"2013-10-08";151;36.0;36.0
13072;"AW00024071";"Victor Suarez";49;1;13.0;2.0;2;0;"40-49";"New";"2013-05-21";156;13.0;13.0
13073;"AW00024072";"Randy He";54;1;6.0;2.0;2;0;"50 and Above";"New";"2013-05-30";156;6.0;6.0
13074;"AW00024073";"Grace Taylor";55;1;69.0;2.0;2;0;"50 and Above";"New";"2013-09-17";152;69.0;69.0
13075;"AW00024074";"Grace Alexander";49;1;39.0;2.0;2;0;"40-49";"New";"2013-09-18";152;39.0;39.0
13076;"AW00024075";"Peter Saddow";44;1;69.0;3.0;3;0;"40-49";"New";"2013-10-21";151;69.0;69.0
13077;"AW00024076";"Casey Hernandez";49;1;78.0;4.0;4;0;"40-49";"New";"2013-10-08";151;78.0;78.0
13078;"AW00024077";"Tony Rai";50;1;589.0;4.0;4;0;"50 and Above";"New";"2013-09-12";152;589.0;589.0
13079;"AW00024078";"Neil Martin";44;1;4.0;1.0;1;0;"40-49";"New";"2013-04-08";157;4.0;4.0
13080;"AW00024079";"Andre Raman";56;1;40.0;2.0;2;0;"50 and Above";"New";"2013-05-21";156;40.0;40.0
13081;"AW00024080";"Billy Serrano";45;1;54.0;2.0;2;0;"40-49";"New";"2013-07-28";154;54.0;54.0
13082;"AW00024081";"Alexis Hughes";91;1;31.0;2.0;2;0;"50 and Above";"New";"2013-09-07";152;31.0;31.0
13083;"AW00024082";"Regina Rodriguez";50;1;40.0;2.0;2;0;"50 and Above";"New";"2013-09-03";152;40.0;40.0
13084;"AW00024083";"Max Moreno";45;1;2419.0;2.0;2;0;"40-49";"New";"2013-02-15";159;2419.0;2419.0
13085;"AW00024084";"Jonathon Jimenez";56;1;2407.0;4.0;4;0;"50 and Above";"New";"2013-03-08";158;2407.0;2407.0
13086;"AW00024085";"Autumn Gao";55;1;40.0;2.0;2;0;"50 and Above";"New";"2013-03-09";158;40.0;40.0
13087;"AW00024086";"Dakota Gonzales";50;1;54.0;2.0;2;0;"50 and Above";"New";"2013-09-25";152;54.0;54.0
13088;"AW00024087";"Hannah Wilson";50;1;39.0;2.0;2;0;"50 and Above";"New";"2013-11-26";150;39.0;39.0
13089;"AW00024088";"Damien He";57;1;6.0;2.0;2;0;"50 and Above";"New";"2013-05-14";156;6.0;6.0
13090;"AW00024089";"Dustin Yuan";43;1;1745.0;3.0;3;0;"40-49";"New";"2013-05-30";156;1745.0;1745.0
13091;"AW00024090";"Cassandra Perez";54;1;1736.0;2.0;2;0;"50 and Above";"New";"2013-06-05";155;1736.0;1736.0
13092;"AW00024091";"Dwayne Munoz";54;1;2478.0;2.0;2;0;"50 and Above";"New";"2013-11-25";150;2478.0;2478.0
13093;"AW00024092";"Jillian Gonzalez";54;1;2481.0;4.0;4;0;"50 and Above";"New";"2013-11-01";150;2481.0;2481.0
13094;"AW00024093";"Claudia He";49;1;2466.0;4.0;4;0;"40-49";"New";"2013-02-02";159;2466.0;2466.0
